Age,Pos.,Status,Waiver Options,Base Salary,Signing Bonus,Adj. Salary,Payroll %,Lux. Tax Salary,Team,Tm,Year,Incentives,Player,Salary
28,RP,Pre-Arb,,"$717,400",-,"$406,026",0.47,406026,ARI,Arizona Diamondbacks,2022,-,Sean Poppen,717400
26,RF,Pre-Arb,,"$722,900",-,"$393,228",0.46,393228,ARI,Arizona Diamondbacks,2022,-,Pavin Smith,722900
29,RP,,,"$1,500,000",-,"$362,648",0.42,362648,ARI,Arizona Diamondbacks,2022,-,Reyes Moronta,1500000
25,3B,Pre-Arb,,"$712,500",-,"$360,180",0.42,360180,ARI,Arizona Diamondbacks,2022,-,Sergio Alcantara,712500
28,RP,Pre-Arb,,"$700,000",-,"$246,144",0.29,246144,ARI,Arizona Diamondbacks,2022,-,Kevin Ginkel,700000
29,OF,Pre-Arb,,"$700,000",-,"$215,376",0.25,215376,ARI,Arizona Diamondbacks,2022,-,Jake Hager,700000
23,3B,Pre-Arb,,"$700,000",-,"$196,146",0.23,196146,ARI,Arizona Diamondbacks,2022,-,Buddy Kennedy,700000
26,OF,Pre-Arb,,"$700,000",-,"$188,454",0.22,188454,ARI,Arizona Diamondbacks,2022,-,Stone Garrett,700000
24,SP,Pre-Arb,,"$700,000",-,"$184,608",0.21,184608,ARI,Arizona Diamondbacks,2022,-,Tommy Henry,700000
27,RP,Pre-Arb,,"$700,000",-,"$161,532",0.19,161532,ARI,Arizona Diamondbacks,2022,-,Taylor Widener,700000
21,CF,Pre-Arb,,"$700,000",-,"$142,302",0.17,142302,ARI,Arizona Diamondbacks,2022,-,Corbin Carroll,700000
24,SP,Pre-Arb,,"$700,000",-,"$76,920",0.09,76920,ARI,Arizona Diamondbacks,2022,-,Drey Jameson,700000
32,SP,Vet,,"$35,000,000",-,"$23,571,429",16.32,35000000,WSN,Washington Nationals,2021,-,Stephen Strasburg,35000000
36,RP,Vet,,"$8,000,000",-,"$8,000,000",5.54,8000000,WSN,Washington Nationals,2021,-,Will Harris,8000000
28,SP,Vet,,"$1,500,000",-,"$1,500,000",1.04,1500000,WSN,Washington Nationals,2021,-,Joe Ross,1500000
31,RP,Vet,,"$950,000",-,"$950,000",0.66,950000,WSN,Washington Nationals,2021,-,Luis Avilan,950000
29,RP,Pre-Arb,,"$570,500",-,"$460,050",0.32,460050,WSN,Washington Nationals,2021,-,Kyle McGowin,570500
21,SS,Pre-Arb,,"$570,500",-,"$303,633",0.21,303633,WSN,Washington Nationals,2021,-,Luis Garcia,570500
26,SP,Pre-Arb,,"$570,500",-,"$92,010",0.06,92010,WSN,Washington Nationals,2021,-,Josh Rogers,570500
31,SP,Vet,,"$24,000,000","$416,666","$24,416,666",16.91,23333333,WSN,Washington Nationals,2021,-,Patrick Corbin,24416666
22,RF,Arb 1 (S2),,"$8,500,000",-,"$8,500,000",5.89,8500000,WSN,Washington Nationals,2021,-,Juan Soto,8500000
28,1B,Vet,,"$6,350,000",-,"$6,350,000",4.4,6350000,WSN,Washington Nationals,2021,-,Josh Bell,6350000
34,C,Vet,,"$1,500,000",-,"$1,500,000",1.04,1500000,WSN,Washington Nationals,2021,-,Alex Avila,1500000
34,SS,Vet,,"$1,000,000",-,"$1,000,000",0.69,1000000,WSN,Washington Nationals,2021,-,Jordy Mercer,1000000
36,1B,Vet,,"$1,000,000",-,"$1,000,000",0.69,1000000,WSN,Washington Nationals,2021,-,Ryan Zimmerman,1000000
33,OF,Pre-Arb,,"$572,600",-,"$686,394",0.48,686394,WSN,Washington Nationals,2021,-,Yadiel Hernandez,572600
29,RP,Pre-Arb,,"$587,700",-,"$587,700",0.41,587700,WSN,Washington Nationals,2021,-,Austin Voth,587700
29,RP/CL,Pre-Arb,,"$582,400",-,"$582,400",0.4,582400,WSN,Washington Nationals,2021,-,Kyle Finnegan,582400
28,SP,Pre-Arb,,"$575,000",-,"$575,000",0.4,575000,WSN,Washington Nationals,2021,-,Erick Fedde,575000
23,SP,Pre-Arb,,"$570,500",-,"$570,500",0.4,570500,WSN,Washington Nationals,2021,-,Josiah Gray,570500
34,RF,Vet,,"$1,000,000",-,"$564,480",0.39,564480,WSN,Washington Nationals,2021,-,Gerardo Parra,1000000
27,OF,Pre-Arb,,"$579,100",-,"$526,097",0.36,526097,WSN,Washington Nationals,2021,-,Andrew Stevenson,579100
34,RP,Pre-Arb,,"$570,500",-,"$506,055",0.35,506055,WSN,Washington Nationals,2021,-,Paolo Espino,570500
28,RP,Pre-Arb,,"$589,000",-,"$443,380",0.31,443380,WSN,Washington Nationals,2021,-,Tanner Rainey,589000
32,RP,Pre-Arb,,"$570,500",-,"$340,437",0.24,340437,WSN,Washington Nationals,2021,-,Ryne Harper,570500
34,SS,Vet,,"$570,500",-,"$282,164",0.2,282164,WSN,Washington Nationals,2021,-,Alcides Escobar,570500
25,C,Pre-Arb,,"$570,500",-,"$272,963",0.19,272963,WSN,Washington Nationals,2021,-,Riley Adams,570500
28,RP,Pre-Arb,,"$570,500",-,"$260,695",0.18,260695,WSN,Washington Nationals,2021,-,Andres Machado,570500
23,3B,Pre-Arb,,"$570,500",-,"$226,958",0.16,226958,WSN,Washington Nationals,2021,-,Carter Kieboom,570500
23,RP,Pre-Arb,,"$570,500",-,"$202,422",0.14,202422,WSN,Washington Nationals,2021,-,Mason Thompson,570500
31,RP,Pre-Arb,,"$570,500",-,"$162,551",0.11,162551,WSN,Washington Nationals,2021,-,Sean Nolin,570500
25,CF,Pre-Arb,,"$570,500",-,"$159,484",0.11,159484,WSN,Washington Nationals,2021,-,Lane Thomas,570500
26,SP,Pre-Arb,,"$575,000",-,"$123,640",0.09,123640,WSN,Washington Nationals,2021,-,Patrick Murphy,575000
22,C,Pre-Arb,,"$570,500",-,"$104,278",0.07,104278,WSN,Washington Nationals,2021,-,Keibert Ruiz,570500
28,P,Pre-Arb,,"$570,500",-,"$98,144",0.07,98144,WSN,Washington Nationals,2021,-,Alberto Baldonado,570500
26,SP,Pre-Arb,,"$570,500",-,"$30,670",0.02,30670,WSN,Washington Nationals,2021,-,Jhon Romero,570500
22,P,Pre-Arb,,"$570,500",-,"$3,067",0.0,3067,WSN,Washington Nationals,2021,-,Joan Adon,570500
34,RP,Vet,,"$5,500,000",-,"$5,500,000",3.66,5500000,TOR,Toronto Blue Jays,2021,-,Kirby Yates,5500000
34,RP,Vet,,"$1,750,000",-,"$1,750,000",1.17,1750000,TOR,Toronto Blue Jays,2021,-,David Phelps,1750000
37,RP/CL,Vet,,"$3,500,000",-,"$1,223,105",0.81,1223105,TOR,Toronto Blue Jays,2021,-,Joakim Soria,3500000
26,SP,Pre-Arb,,"$584,800",-,"$380,424",0.25,380424,TOR,Toronto Blue Jays,2021,-,Thomas Hatch,584800
31,CF,Vet,,"$22,000,000","$1,666,667","$23,666,666",15.76,25000000,TOR,Toronto Blue Jays,2021,-,George Springer,23666666
34,SP,Vet,,"$20,000,000",-,"$20,000,000",13.32,20000000,TOR,Toronto Blue Jays,2021,-,Hyun-Jin Ryu,20000000
30,SS,Vet,,"$18,000,000",-,"$18,000,000",11.99,18000000,TOR,Toronto Blue Jays,2021,-,Marcus Semien,18000000
29,RF,Vet,,"$9,333,333","$1,000,000","$10,333,333",6.88,10400000,TOR,Toronto Blue Jays,2021,-,Randal Grichuk,10333333
29,SP,Vet,,"$8,000,000",-,"$8,000,000",5.33,8000000,TOR,Toronto Blue Jays,2021,-,Robbie Ray,8000000
30,SP,Vet,,"$5,200,000",-,"$5,200,000",3.46,5200000,TOR,Toronto Blue Jays,2021,-,Steven Matz,5200000
28,DH,Arb 1,,"$4,325,000",-,"$4,325,000",2.88,4325000,TOR,Toronto Blue Jays,2021,-,Teoscar Hernandez,4325000
27,LF,Vet,,"$3,500,000","$428,571","$3,928,571",2.62,3142857,TOR,Toronto Blue Jays,2021,-,Lourdes Gurriel Jr.,3928571
31,SP,Vet,,"$3,000,000",-,"$3,000,000",2.0,3000000,TOR,Toronto Blue Jays,2021,-,Ross Stripling,3000000
32,LF,Vet,,"$8,500,000","$1,000,000","$2,250,000",1.5,2250000,TOR,Toronto Blue Jays,2021,-,Corey Dickerson,9500000
27,SP,Vet,,"$5,600,000",-,"$1,957,020",1.3,1957020,TOR,Toronto Blue Jays,2021,-,Jose Berrios,5600000
33,RP,Pre-Arb,,"$1,500,000",-,"$1,500,000",1.0,1500000,TOR,Toronto Blue Jays,2021,-,Rafael Dolis,1500000
22,1B,Pre-Arb,,"$605,400",-,"$605,400",0.4,605400,TOR,Toronto Blue Jays,2021,-,Vladimir Guerrero Jr.,605400
26,2B,Pre-Arb,,"$604,000",-,"$604,000",0.4,604000,TOR,Toronto Blue Jays,2021,-,Cavan Biggio,604000
26,C,Pre-Arb,,"$601,800",-,"$601,800",0.4,601800,TOR,Toronto Blue Jays,2021,-,Danny Jansen,601800
29,RP,Pre-Arb,,"$600,000",-,"$600,000",0.4,600000,TOR,Toronto Blue Jays,2021,-,Tim Mayza,600000
23,SS,Pre-Arb,,"$587,800",-,"$587,800",0.39,587800,TOR,Toronto Blue Jays,2021,-,Bo Bichette,587800
28,RP/CL,Pre-Arb,,"$584,000",-,"$584,000",0.39,584000,TOR,Toronto Blue Jays,2021,-,Jordan Romano,584000
29,RP,Pre-Arb,,"$578,400",-,"$578,400",0.39,578400,TOR,Toronto Blue Jays,2021,-,Julian Merryweather,578400
22,C,Pre-Arb,,"$573,500",-,"$564,189",0.38,564189,TOR,Toronto Blue Jays,2021,-,Alejandro Kirk,573500
26,SS,Pre-Arb,,"$570,500",-,"$506,055",0.34,506055,TOR,Toronto Blue Jays,2021,-,Santiago Espinal,570500
30,RP,Arb 1 (S2),,"$925,000",-,"$477,408",0.32,477408,TOR,Toronto Blue Jays,2021,-,Adam Cimber,925000
26,C,Pre-Arb,,"$570,500",-,"$463,117",0.31,463117,TOR,Toronto Blue Jays,2021,-,Reese McGuire,570500
23,SP,Pre-Arb,,"$570,500",-,"$395,643",0.26,395643,TOR,Toronto Blue Jays,2021,-,Alek Manoah,570500
36,CF,Vet,,"$1,500,000",-,"$298,405",0.2,298405,TOR,Toronto Blue Jays,2021,-,Jarrod Dyson,1500000
28,RP,Pre-Arb,,"$580,900",-,"$274,824",0.18,274824,TOR,Toronto Blue Jays,2021,-,Trevor Richards,580900
29,2B,Pre-Arb,,"$570,500",-,"$236,159",0.16,236159,TOR,Toronto Blue Jays,2021,-,Breyvic Valera,570500
24,SP,Pre-Arb,,"$577,500",-,"$195,615",0.13,195615,TOR,Toronto Blue Jays,2021,-,Nate Pearson,577500
31,RP,Arb 2,,"$750,000",-,"$169,344",0.11,169344,TOR,Toronto Blue Jays,2021,-,Jacob Barnes,750000
27,RP,Vet,,"$4,000,000","$500,000","$4,500,000",4.7,3687500,TEX,Texas Rangers,2021,-,Jose Leclerc,4500000
26,1B,Pre-Arb,,"$606,000",-,"$606,000",0.63,606000,TEX,Texas Rangers,2021,-,Ronald Guzman,606000
24,RP,Pre-Arb,,"$587,500",-,"$587,500",0.61,587500,TEX,Texas Rangers,2021,-,Jonathan Hernandez,587500
26,RP,Pre-Arb,,"$573,500",-,"$573,500",0.6,573500,TEX,Texas Rangers,2021,-,Kyle Cody,573500
26,RP,Pre-Arb,,"$572,500",-,"$572,500",0.6,572500,TEX,Texas Rangers,2021,-,John King,572500
27,OF,Pre-Arb,,"$572,500",-,"$492,480",0.51,492480,TEX,Texas Rangers,2021,-,Eli White,572500
27,RP,Pre-Arb,,"$570,500",-,"$432,447",0.45,432447,TEX,Texas Rangers,2021,-,Hunter Wood,570500
25,P,Pre-Arb,,"$570,500",-,"$134,948",0.14,134948,TEX,Texas Rangers,2021,-,Nick Snyder,570500
30,SP,Vet,,"$8,000,000",-,"$8,000,000",8.35,8000000,TEX,Texas Rangers,2021,-,Jordan Lyles,8000000
29,SP,,,"$2,000,000",-,"$2,000,000",2.09,2000000,TEX,Texas Rangers,2021,-,Mike Foltynewicz,2000000
26,SS,Arb 1,,"$2,000,000",-,"$2,000,000",2.09,2000000,TEX,Texas Rangers,2021,-,Isiah Kiner-Falefa,2000000
33,2B,Vet,,"$1,750,000",-,"$1,750,000",1.83,1750000,TEX,Texas Rangers,2021,-,Brock Holt,1750000
32,2B,Vet,,"$1,500,000",-,"$1,500,000",1.57,1500000,TEX,Texas Rangers,2021,-,Charlie Culberson,1500000
35,RP,Pre-Arb,,"$680,000",-,"$680,000",0.71,680000,TEX,Texas Rangers,2021,-,Matt Bush,680000
26,DH,Pre-Arb,,"$593,000",-,"$593,000",0.62,593000,TEX,Texas Rangers,2021,-,Willie Calhoun,593000
26,RP,Pre-Arb,,"$589,500",-,"$589,500",0.62,589500,TEX,Texas Rangers,2021,-,Brett Martin,589500
23,SP,Pre-Arb,,"$584,250",-,"$584,250",0.61,584250,TEX,Texas Rangers,2021,-,Kolby Allard,584250
28,C,Pre-Arb,,"$584,000",-,"$584,000",0.61,584000,TEX,Texas Rangers,2021,-,Jose Trevino,584000
26,RP,Pre-Arb,,"$582,500",-,"$582,500",0.61,582500,TEX,Texas Rangers,2021,-,Taylor Hearn,582500
25,1B,Pre-Arb,,"$575,000",-,"$575,000",0.6,575000,TEX,Texas Rangers,2021,-,Nate Lowe,575000
26,C,Pre-Arb,,"$574,000",-,"$574,000",0.6,574000,TEX,Texas Rangers,2021,-,Jonah Heim,574000
26,SP,Pre-Arb,,"$572,500",-,"$572,500",0.6,572500,TEX,Texas Rangers,2021,-,Dane Dunning,572500
27,RP,Pre-Arb,,"$573,500",-,"$548,774",0.57,548774,TEX,Texas Rangers,2021,-,Josh Sborz,573500
28,OF,Pre-Arb,,"$575,000",-,"$534,743",0.56,534743,TEX,Texas Rangers,2021,-,Adolis Garcia,575000
26,3B,Pre-Arb,,"$586,000",-,"$497,858",0.52,497858,TEX,Texas Rangers,2021,-,Nick Solak,586000
28,2B,Pre-Arb,,"$570,500",-,"$371,107",0.39,371107,TEX,Texas Rangers,2021,-,Andy Ibanez,570500
33,RP,Pre-Arb,,"$570,500",-,"$355,772",0.37,355772,TEX,Texas Rangers,2021,-,Spencer Patton,570500
25,RP,Pre-Arb,,"$570,500",-,"$312,834",0.33,312834,TEX,Texas Rangers,2021,-,Joe Barlow,570500
25,RP,Pre-Arb,,"$575,000",-,"$284,372",0.3,284372,TEX,Texas Rangers,2021,-,Dennis Santana,575000
25,OF,Pre-Arb,,"$575,000",-,"$268,917",0.28,268917,TEX,Texas Rangers,2021,-,DJ Peters,575000
22,CF,Pre-Arb,,"$574,000",-,"$203,676",0.21,203676,TEX,Texas Rangers,2021,-,Leodys Taveras,574000
27,SP,Pre-Arb,,"$570,500",-,"$199,355",0.21,199355,TEX,Texas Rangers,2021,-,Drew Anderson,570500
29,SP,,,"$570,500",-,"$199,355",0.21,199355,TEX,Texas Rangers,2021,-,Jharel Cotton,570500
24,SP,Pre-Arb,,"$570,500",-,"$199,355",0.21,199355,TEX,Texas Rangers,2021,-,Spencer Howard,570500
23,SS,Pre-Arb,,"$570,500",-,"$177,886",0.19,177886,TEX,Texas Rangers,2021,-,Yonny Hernandez,570500
23,P,Pre-Arb,,"$570,500",-,"$104,278",0.11,104278,TEX,Texas Rangers,2021,-,A.J. Alexy,570500
32,SP,Vet,,"$6,500,000",-,"$6,500,000",9.18,6500000,TBR,Tampa Bay Rays,2021,-,Chris Archer,6500000
27,SP,Arb 2 (S2),,"$4,000,000",-,"$4,000,000",5.65,4000000,TBR,Tampa Bay Rays,2021,-,Tyler Glasnow,4000000
27,SP,Arb 1 (S2),,"$1,175,000",-,"$1,175,000",1.66,1175000,TBR,Tampa Bay Rays,2021,-,Yonny Chirinos,1175000
34,RP,Vet,,"$1,150,000",-,"$1,150,000",1.62,1150000,TBR,Tampa Bay Rays,2021,-,Chaz Roe,1150000
34,RP,Vet,,"$2,250,000",-,"$870,984",1.23,870984,TBR,Tampa Bay Rays,2021,-,Tommy Hunter,2250000
34,RP,,,"$775,000",-,"$775,000",1.09,775000,TBR,Tampa Bay Rays,2021,-,Oliver Drake,775000
27,RP,Pre-Arb,,"$588,800",-,"$588,800",0.83,588800,TBR,Tampa Bay Rays,2021,-,Jalen Beeks,588800
30,RP,Pre-Arb,,"$587,800",-,"$587,800",0.83,587800,TBR,Tampa Bay Rays,2021,-,Nick Anderson,587800
28,RP,Pre-Arb,,"$585,000",-,"$585,000",0.83,585000,TBR,Tampa Bay Rays,2021,-,Jeffrey Springs,585000
28,RP,Pre-Arb,,"$581,200",-,"$581,200",0.82,581200,TBR,Tampa Bay Rays,2021,-,Cody Reed,581200
27,RP,Pre-Arb,,"$577,800",-,"$577,800",0.82,577800,TBR,Tampa Bay Rays,2021,-,Colin Poche,577800
29,RP,Pre-Arb,,"$577,200",-,"$577,200",0.81,577200,TBR,Tampa Bay Rays,2021,-,Ryan Thompson,577200
31,RP,Pre-Arb,,"$570,500",-,"$230,025",0.32,230025,TBR,Tampa Bay Rays,2021,-,D.J. Johnson,570500
31,RP,,,"$570,500",-,"$153,350",0.22,153350,TBR,Tampa Bay Rays,2021,-,Adam Conley,570500
31,CF,Vet,,"$11,500,000","$166,666","$11,666,666",16.47,8916667,TBR,Tampa Bay Rays,2021,-,Kevin Kiermaier,11666666
40,DH,Vet,,"$13,000,000",-,"$5,102,116",7.2,5102116,TBR,Tampa Bay Rays,2021,-,Nelson Cruz,13000000
26,RF,Vet,,"$3,400,000",-,"$3,400,000",4.8,3400000,TBR,Tampa Bay Rays,2021,-,Manuel Margot,3400000
30,SP,Vet,,"$3,000,000",-,"$3,000,000",4.24,3000000,TBR,Tampa Bay Rays,2021,-,Michael Wacha,3000000
26,2B,Vet,,"$2,500,000",-,"$2,500,000",3.53,4000000,TBR,Tampa Bay Rays,2021,-,Brandon Lowe,2500000
30,1B,Arb 1,,"$2,450,000",-,"$2,450,000",3.46,2450000,TBR,Tampa Bay Rays,2021,-,Ji-Man Choi,2450000
29,SP,Arb 1 (S2),,"$2,300,000",-,"$2,300,000",3.25,2300000,TBR,Tampa Bay Rays,2021,-,Ryan Yarbrough,2300000
31,3B,Arb 1,,"$2,250,000",-,"$2,250,000",3.18,2250000,TBR,Tampa Bay Rays,2021,-,Joe Wendle,2250000
30,C,Vet,,"$2,000,000",-,"$2,000,000",2.82,3000000,TBR,Tampa Bay Rays,2021,-,Mike Zunino,2000000
34,RP,Vet,,"$1,800,000",-,"$1,800,000",2.54,1800000,TBR,Tampa Bay Rays,2021,-,Collin McHugh,1800000
31,RP,Pre-Arb,,"$750,000",-,"$750,000",1.06,750000,TBR,Tampa Bay Rays,2021,-,Andrew Kittredge,750000
28,RP,Vet,,"$1,150,000",-,"$698,679",0.99,698679,TBR,Tampa Bay Rays,2021,"$50,000",Matt Wisler,1200000
26,DH,Pre-Arb,,"$591,400",-,"$591,400",0.83,591400,TBR,Tampa Bay Rays,2021,-,Austin Meadows,591400
29,3B,Pre-Arb,,"$588,900",-,"$588,900",0.83,588900,TBR,Tampa Bay Rays,2021,-,Yandy Diaz,588900
25,C,Pre-Arb,,"$586,300",-,"$586,300",0.83,586300,TBR,Tampa Bay Rays,2021,-,Francisco Mejia,586300
27,RF,Pre-Arb,,"$584,400",-,"$584,400",0.83,584400,TBR,Tampa Bay Rays,2021,-,Brett Phillips,584400
27,RP/CL,Pre-Arb,,"$583,800",-,"$583,800",0.82,583800,TBR,Tampa Bay Rays,2021,-,Pete Fairbanks,583800
26,LF,Pre-Arb,,"$581,200",-,"$581,200",0.82,581200,TBR,Tampa Bay Rays,2021,-,Randy Arozarena,581200
24,SP,Pre-Arb,,"$570,500",-,"$481,519",0.68,481519,TBR,Tampa Bay Rays,2021,-,Shane McClanahan,570500
25,SP,Pre-Arb,,"$570,500",-,"$453,916",0.64,453916,TBR,Tampa Bay Rays,2021,-,Josh Fleming,570500
28,RP,Pre-Arb,,"$572,400",-,"$418,550",0.59,418550,TBR,Tampa Bay Rays,2021,-,J.P. Feyereisen,572400
21,SP,Pre-Arb,,"$570,500",-,"$334,303",0.47,334303,TBR,Tampa Bay Rays,2021,-,Luis Patino,570500
25,RP,Pre-Arb,,"$573,000",-,"$317,343",0.45,317343,TBR,Tampa Bay Rays,2021,-,Drew Rasmussen,573000
20,SS,Pre-Arb,,"$570,500",-,"$315,901",0.45,315901,TBR,Tampa Bay Rays,2021,-,Wander Franco,570500
30,RP,Pre-Arb,,"$570,500",-,"$199,355",0.28,199355,TBR,Tampa Bay Rays,2021,-,J.T. Chargois,570500
31,RP,Pre-Arb,,"$570,500",-,"$196,288",0.28,196288,TBR,Tampa Bay Rays,2021,-,Chris Mazza,570500
36,RP/CL,Vet,,"$570,500",-,"$98,144",0.14,98144,TBR,Tampa Bay Rays,2021,-,David Robertson,570500
22,SP,Pre-Arb,,"$570,500",-,"$39,871",0.06,39871,TBR,Tampa Bay Rays,2021,-,Shane Baz,570500
29,SP,Vet,,"$11,500,000","$200,000","$11,700,000",7.72,10200000,STL,St. Louis Cardinals,2021,-,Carlos Martinez,11700000
24,RP,Arb 1,,"$862,500",-,"$862,500",0.57,862500,STL,St. Louis Cardinals,2021,-,Jordan Hicks,862500
26,RP/CL,Pre-Arb,,"$582,300",-,"$582,300",0.38,582300,STL,St. Louis Cardinals,2021,-,Ryan Helsley,582300
28,2B,Pre-Arb,,"$570,500",-,"$435,514",0.29,435514,STL,St. Louis Cardinals,2021,-,Max Moroff,570500
36,SP,Vet,,"$570,500",-,"$331,236",0.22,331236,STL,St. Louis Cardinals,2021,-,Wade LeBlanc,570500
24,RP,Pre-Arb,,"$570,500",-,"$318,968",0.21,318968,STL,St. Louis Cardinals,2021,-,Junior Fernandez,570500
34,RP,,,"$570,500",-,"$282,164",0.19,282164,STL,St. Louis Cardinals,2021,-,Justin Miller,570500
33,1B,Vet,,"$22,000,000","$4,000,000","$26,000,000",17.17,26000000,STL,St. Louis Cardinals,2021,-,Paul Goldschmidt,26000000
35,3B,Vet,,"$18,500,000",-,"$18,500,000",12.21,19500000,STL,St. Louis Cardinals,2021,-,Matt Carpenter,18500000
32,SP,Vet,,"$15,750,000","$1,000,000","$16,750,000",11.06,17000000,STL,St. Louis Cardinals,2021,-,Miles Mikolas,16750000
36,RP,Vet,,"$12,000,000",-,"$12,000,000",7.92,12000000,STL,St. Louis Cardinals,2021,-,Andrew Miller,12000000
38,C,Vet,,"$9,000,000",-,"$9,000,000",5.94,9000000,STL,St. Louis Cardinals,2021,-,Yadier Molina,9000000
39,SP,Vet,,"$8,000,000",-,"$8,000,000",5.28,8000000,STL,St. Louis Cardinals,2021,-,Adam Wainwright,8000000
27,SS,Vet,,"$4,000,000","$166,666","$4,166,666",2.75,4333333,STL,St. Louis Cardinals,2021,-,Paul DeJong,4166666
32,SP,Vet,,"$4,000,000",-,"$4,000,000",2.64,4000000,STL,St. Louis Cardinals,2021,-,Kwang-hyun Kim,4000000
25,SP,Arb 1,,"$3,900,000",-,"$3,900,000",2.57,3900000,STL,St. Louis Cardinals,2021,-,Jack Flaherty,3900000
38,SP,Vet,,"$8,000,000",-,"$2,795,715",1.85,2795715,STL,St. Louis Cardinals,2021,-,J.A. Happ,8000000
27,CF,Arb 1,,"$2,000,000",-,"$2,000,000",1.32,2000000,STL,St. Louis Cardinals,2021,-,Harrison Bader,2000000
26,RP,Arb 1,,"$900,000",-,"$900,000",0.59,900000,STL,St. Louis Cardinals,2021,-,Alexander Reyes,900000
37,SP,Vet,,"$2,000,000",-,"$698,945",0.46,1706989,STL,St. Louis Cardinals,2021,-,Jon Lester,2000000
26,2B,Pre-Arb,,"$596,000",-,"$596,000",0.39,596000,STL,St. Louis Cardinals,2021,-,Tommy Edman,596000
26,SP,Pre-Arb,,"$595,700",-,"$595,700",0.39,595700,STL,St. Louis Cardinals,2021,-,Dakota Hudson,595700
26,LF,Pre-Arb,,"$594,700",-,"$594,700",0.39,594700,STL,St. Louis Cardinals,2021,-,Tyler O'Neill,594700
29,RP,Pre-Arb,,"$594,500",-,"$594,500",0.39,594500,STL,St. Louis Cardinals,2021,-,Giovanny Gallegos,594500
24,RP,Pre-Arb,,"$580,900",-,"$580,900",0.38,580900,STL,St. Louis Cardinals,2021,-,Genesis Cabrera,580900
26,C,Pre-Arb,,"$579,200",-,"$579,200",0.38,579200,STL,St. Louis Cardinals,2021,-,Andrew Knizner,579200
22,LF,Pre-Arb,,"$577,100",-,"$577,100",0.38,577100,STL,St. Louis Cardinals,2021,-,Dylan Carlson,577100
25,SS,Pre-Arb,,"$575,900",-,"$575,900",0.38,575900,STL,St. Louis Cardinals,2021,-,Edmundo Sosa,575900
30,3B,Vet,,"$35,000,000",-,"$570,500",0.38,16126055,STL,St. Louis Cardinals,2021,"$50,000",Nolan Arenado,35050000
32,RP,Vet,,"$1,000,000",-,"$424,704",0.28,424704,STL,St. Louis Cardinals,2021,-,T.J. McFarland,1000000
27,2B,Pre-Arb,,"$570,500",-,"$389,509",0.26,389509,STL,St. Louis Cardinals,2021,-,Jose Rondon,570500
24,RP,Pre-Arb,,"$578,300",-,"$354,426",0.23,354426,STL,St. Louis Cardinals,2021,-,Jake Woodford,578300
26,RP,Pre-Arb,,"$570,500",-,"$346,571",0.23,346571,STL,St. Louis Cardinals,2021,-,Kodi Whitley,570500
34,RP,Vet,,"$570,500",-,"$263,762",0.17,263762,STL,St. Louis Cardinals,2021,-,Luis Garcia,570500
23,OF,Pre-Arb,,"$570,500",-,"$263,762",0.17,263762,STL,St. Louis Cardinals,2021,-,Lars Nootbaar,570500
32,SP,Vet,,"$8,500,000",-,"$8,500,000",10.14,8500000,SEA,Seattle Mariners,2021,-,James Paxton,8500000
37,RP,Vet,,"$4,000,000",-,"$1,462,340",1.74,1462340,SEA,Seattle Mariners,2021,-,Joe Smith,4000000
25,1B,Vet,,"$1,300,000",-,"$1,300,000",1.55,4000000,SEA,Seattle Mariners,2021,-,Evan White,1300000
30,RP,Vet,,"$1,000,000","$275,000","$1,275,000",1.52,3500000,SEA,Seattle Mariners,2021,-,Ken Giles,1275000
25,CF,Pre-Arb,,"$625,000",-,"$625,000",0.75,625000,SEA,Seattle Mariners,2021,-,Kyle Lewis,625000
25,SP,Pre-Arb,,"$586,900",-,"$586,900",0.7,586900,SEA,Seattle Mariners,2021,-,Nick Margevicius,586900
25,SP,Pre-Arb,,"$584,900",-,"$584,900",0.7,584900,SEA,Seattle Mariners,2021,-,Justin Dunn,584900
25,2B,Pre-Arb,,"$580,500",-,"$580,500",0.69,580500,SEA,Seattle Mariners,2021,-,Shed Long,580500
27,2B,Pre-Arb,,"$574,300",-,"$574,300",0.69,574300,SEA,Seattle Mariners,2021,-,Sam Haggerty,574300
24,RP,Pre-Arb,,"$570,500",-,"$548,993",0.65,548993,SEA,Seattle Mariners,2021,-,Ljay Newsome,570500
33,3B,Vet,,"$18,000,000","$500,000","$18,500,000",22.07,14285714,SEA,Seattle Mariners,2021,-,Kyle Seager,18500000
30,SP,Vet,,"$15,000,000","$1,500,000","$16,500,000",19.68,14000000,SEA,Seattle Mariners,2021,-,Yusei Kikuchi,16500000
29,SP,Vet,,"$5,000,000","$250,000","$5,250,000",6.26,7500000,SEA,Seattle Mariners,2021,-,Marco Gonzales,5250000
30,RF,Vet,,"$3,010,000",-,"$3,010,000",3.59,3010000,SEA,Seattle Mariners,2021,-,Mitch Haniger,3010000
26,SS,Arb 1 (S2),,"$2,050,000",-,"$2,050,000",2.45,2050000,SEA,Seattle Mariners,2021,-,J.P. Crawford,2050000
27,SP,Pre-Arb,,"$1,400,000","$300,000","$1,700,000",2.03,2375000,SEA,Seattle Mariners,2021,-,Chris Flexen,1700000
31,SP,Vet,,"$2,500,000",-,"$900,547",1.07,900547,SEA,Seattle Mariners,2021,-,Tyler Anderson,2500000
